symbol,start_price,end_price,return_45d,vol_45d,avg_volume,vol_spike,n_days,z_return,z_vol,z_volume,anomaly_score,category,market_context
ALK,41.0699996948242,52.4199981689453,27.63574034199827,2.830220737346653,3684477.419354839,1.9559625910970873,31,2.507709591719541,1.1852638406716085,-0.2818764065422608,3.241279715326476,STRONG_OUTPERFORMER,OUTPERFORMING_MARKET
ALL,191.25,209.080001831055,9.32287677440784,1.2508228181835697,1585703.125,1.5798039119081637,32,0.6953336606329114,-0.7418801118336515,-0.7416440256736024,1.4370957293865383,NORMAL,OUTPERFORMING_MARKET
ALLE,164.679992675781,160.710006713867,-2.4107275555507512,1.3161951025512404,812175,1.8768122633668851,32,-0.4659102919593109,-0.6621143979802561,-0.37861950924680693,0.9862772455728424,NORMAL,DOWN_WHILE_MARKET_UP
AMAT,237.710006713867,248.270004272461,4.442386630910811,2.8351377553533825,7713453.125,1.9776356649603675,32,0.21232439038237164,1.1912634696448123,-0.25538604989047825,0.9356491501500169,NORMAL,OUTPERFORMING_MARKET
AMCR,7.8600001335144,8.36999988555908,6.488546353454661,1.1568208289846726,23723984.375,1.9829004798018883,32,0.41482743522896826,-0.8565791137825162,-0.2489510225502273,0.9675925033953401,NORMAL,OUTPERFORMING_MARKET
AMD,259.649993896484,198.110000610352,-23.701134116208166,3.645235617565058,44978028.125,2.42211596509379,32,-2.5729658199583914,2.1797257039916396,0.2878890641751216,3.806773204041772,STRONG_UNDERPERFORMER,DOWN_WHILE_MARKET_UP
AME,198.710006713867,199.899993896484,0.5988561936543846,1.0681097947999711,1423050,1.596992375531429,32,-0.16805970570244289,-0.964822217673729,-0.7206350753720057,1.0107883522253103,NORMAL,UNDERPERFORMING_MARKET
AMGN,296.299987792969,326.010009765625,10.02700749127774,2.106721715871292,3002375,1.827286731337691,32,0.7650196253037929,0.3024674617713867,-0.4391531010713341,1.1358299067251534,NORMAL,OUTPERFORMING_MARKET
AMP,452.380004882813,487.5,7.763383601864682,1.425163949617289,626465.625,2.0970025290693326,32,0.5409947239516374,-0.5291531903663549,-0.10948746519508266,0.8603150517323561,NORMAL,OUTPERFORMING_MARKET
AMT,176.639999389648,178.490005493164,1.0473313575115606,1.221555876017618,3242403.125,1.8605027713819515,32,-0.12367529855252243,-0.7775909418398872,-0.3985541185327687,0.7117478287388503,NORMAL,UNDERPERFORMING_MARKET
AMZN,254,221.270004272461,-12.885825089582282,1.755656879038202,43731800,2.1951486103933524,32,-1.502603137750093,-0.12589354151437032,0.010473584845589533,1.5707867009300729,NORMAL,DOWN_WHILE_MARKET_UP
ANET,157.589996337891,122.360000610352,-22.355477216968676,2.821612737444183,8460693.75,1.9743180043598672,32,-2.439789696700503,1.1747605629643663,-0.2594411282384426,3.156890542301907,STRONG_UNDERPERFORMER,DOWN_WHILE_MARKET_UP
AON,339.839996337891,352.029998779297,3.5869828662797643,1.0021939536380562,1107753.125,1.776478852181076,32,0.12766733013309964,-1.045251166660058,-0.5012540678317409,0.900919947378999,NORMAL,OUTPERFORMING_MARKET
AOS,65.6600036621094,68.0800018310547,3.6856503715698263,1.2493933767086207,1339665.625,1.7460327087216259,32,0.13743219356410047,-0.7436242824827859,-0.5384674877646946,0.7784780786878407,NORMAL,OUTPERFORMING_MARKET
APA,22.4899997711182,24.6299991607666,9.515337534136403,2.878392664083203,6848246.875,2.9734033208316544,32,0.7143809957109715,1.2440420853207224,0.9617112807761906,1.817257678759428,NORMAL,OUTPERFORMING_MARKET
APD,239.360000610352,246.380004882813,2.9328226330884277,2.68007638955777,1768843.75,2.405243538328357,32,0.0629268127730398,1.0020612618069251,0.267266396370041,0.6975906418615229,NORMAL,IN_LINE
APH,141.550003051758,126.51000213623,-10.62522118775837,2.3784784817434974,8262618.75,1.6421428133786278,32,-1.2788771166248636,0.6340586342990313,-0.6654490316616644,1.9286309496052114,NORMAL,DOWN_WHILE_MARKET_UP
APO,123.949996948242,146.399993896484,18.112139976587894,2.1848191188259634,3519353.125,1.8993263144061454,32,1.565183917575141,0.3977600640879793,-0.3511012510860711,1.939614575162166,NORMAL,OUTPERFORMING_MARKET
APP,632.140014648438,657.130004882813,3.953236570267271,3.5876953793366404,4339037.5,1.9401537783436995,32,0.16391449570217206,2.1095164674324534,-0.30119905042380146,1.3692722546302996,HIGH_VOLATILITY,OUTPERFORMING_MARKET
APTV,81.7699966430664,76.75,-6.139166991750233,2.0854439852710054,2307959.375,1.7375089195406657,32,-0.8349041344428577,0.2765048785921542,-0.5488858629731509,1.2475995052255102,NORMAL,DOWN_WHILE_MARKET_UP
ARE,55.689998626709,47.560001373291,-14.598666643742453,2.868787543768609,3006021.875,2.4388711409493653,32,-1.6721185603418296,1.2323221448910404,0.30836841966375506,2.4424638426192273,NORMAL,DOWN_WHILE_MARKET_UP
ATO,172.699996948242,169.169998168945,-2.0440062777504986,1.0192573435208305,1194068.75,3.9192885669271558,32,-0.4296168518400514,-1.0244308222599254,2.117838818512392,2.00075167222621,VOLUME_SPIKE,DOWN_WHILE_MARKET_UP
AVB,175.369995117188,181.259994506836,3.358612963245,0.8905641821412501,1072687.5,1.7326574608168734,32,0.10506616160928187,-1.1814591712733657,-0.5548156573662019,0.9732035759290656,NORMAL,IN_LINE
AVGO,362.549987792969,326.019989013672,-10.07585160922888,3.734967715353958,29971490.625,3.1893141784635546,32,-1.224507454680778,2.289214685521463,1.2256127310154064,2.9819211629492126,HIGH_VOLATILITY,DOWN_WHILE_MARKET_UP
AVY,174.270004272461,183.860000610352,5.5029529481720685,1.3746031845365148,746543.75,1.7749796981087846,32,0.3172858487381935,-0.5908462390130729,-0.5030864394787665,0.8642521879841132,NORMAL,OUTPERFORMING_MARKET
AWK,125.970001220703,134.009994506836,6.3824666255632545,1.3339751346854347,2216328.125,2.463398780358842,32,0.40432900362666807,-0.6404196236697273,0.33834782728641805,0.8937127291047408,NORMAL,OUTPERFORMING_MARKET
AXON,724.099975585938,550,-24.04363782018597,2.6806867641572323,1025725,4.741036827609739,32,-2.606862510506339,1.0028060264440342,3.1222373934807974,4.669384220468755,STRONG_UNDERPERFORMER,DOWN_WHILE_MARKET_UP
AXP,361.619995117188,375.609985351563,3.8686993040419004,1.562254026109225,2514275,1.6771435105547325,32,0.1555480648585613,-0.36187912430964353,-0.6226687155373818,0.647821984782074,NORMAL,OUTPERFORMING_MARKET
AZO,3576.13989257813,3393.35009765625,-5.111371490283123,1.8506134064751454,148612.5,2.556985448734124,32,-0.7331859175150175,-0.010029834603844722,0.45273604184022126,0.9645688557370505,NORMAL,DOWN_WHILE_MARKET_UP
BA,204.550003051758,206.330001831055,0.8702022746226001,2.3399536939096346,8928418.75,2.5339313302257467,32,-0.14120529790726782,0.5870516001661018,0.4245576751981878,0.6470099355894127,NORMAL,UNDERPERFORMING_MARKET
BAC,53.560001373291,54.5499992370606,1.8483902882483472,1.0764667219358437,37866606.25,1.4602840200394245,32,-0.044396603547185734,-0.954625293012743,-0.8877296516700894,0.965574075888602,NORMAL,IN_LINE
BALL,47.1100006103516,52.0699996948242,10.528548121866766,1.9187342530906315,3170715.625,2.049379625459158,32,0.8146557820952545,0.07308960983871637,-0.16769553062157397,0.9350483523253996,NORMAL,OUTPERFORMING_MARKET
BAX,18.2099990844727,19.2900009155273,5.930817602157368,2.0051850174924937,8899003.125,1.3892005459881216,32,0.35963048794677893,0.17857478604737445,-0.974612877904882,0.9362243199229072,NORMAL,OUTPERFORMING_MARKET
BBWI,24.2299995422363,19.6399993896484,-18.94345951012869,5.584965610996355,9673012.903225806,4.25255299579742,31,-2.10211128035156,4.546538323521376,2.5251780651655094,5.637969474695002,STRONG_UNDERPERFORMER,DOWN_WHILE_MARKET_UP
BBY,81.5199966430664,71.4499969482422,-12.352796993988468,1.8329137961171305,4264275,1.7882054980037638,32,-1.4498507493821233,-0.03162648016687201,-0.48692093575588663,1.7091244573435027,NORMAL,DOWN_WHILE_MARKET_UP
BDX,177.300003051758,195.360000610352,10.186123659186762,1.5921710068131816,2564040.625,2.572268136352169,32,0.7807669338500879,-0.3253751326674377,0.4714156185423381,1.1791623094549757,NORMAL,OUTPERFORMING_MARKET
BEN,22.8400001525879,23.6700000762939,3.6339751232968176,1.5703268984431362,4405053.125,1.999930477569439,32,0.13231803018614166,-0.35202879659369474,-0.22813576037342032,0.4224003086696992,NORMAL,OUTPERFORMING_MARKET
BG,94.0199966430664,92.9100036621094,-1.1805924490413844,1.3137434836656943,1437859.375,1.9892070460645708,32,-0.3441670566212881,-0.6651058053082025,-0.2412426932841325,0.7973413059174557,NORMAL,DOWN_WHILE_MARKET_UP
BIIB,151.440002441406,172.100006103516,13.642368812100102,1.75475380372575,1990837.5,2.0916825205472573,32,1.1228224241864457,-0.1269954526324822,-0.1159899541373211,1.2443151275713473,NORMAL,OUTPERFORMING_MARKET
BIO,311.429992675781,302.019989013672,-3.021547019687809,1.92214715151465,167935.48387096773,2.282424126008452,31,-0.5263614874239259,0.07725394770351941,0.11714786419316572,0.6235623933722685,NORMAL,DOWN_WHILE_MARKET_UP
BK,108.059997558594,113.559997558594,5.089765060394069,1.1671712512724288,3375846.875,1.6325977463062509,32,0.2763937304705368,-0.8439497735284182,-0.6771156846065818,1.0369264595380367,NORMAL,OUTPERFORMING_MARKET
BKNG,5030.5498046875,5340.97998046875,6.170899560361942,2.0171541000295443,289434.375,1.6466599725758213,32,0.38339076775949904,0.19317917721976255,-0.6599278416845807,0.8099442772116707,NORMAL,OUTPERFORMING_MARKET
BKR,48.6399993896484,45.2900009155273,-6.887332475653873,1.91152348873276,6998781.25,1.599949991293127,32,-0.90894810416349,0.06429120586679253,-0.717020069173044,1.2996037416834083,NORMAL,DOWN_WHILE_MARKET_UP
BLDR,112.970001220703,103.51000213623,-8.373903675535544,2.819795981772142,2249668.75,2.1088882529928017,32,-1.0560701450484709,1.1725438007006748,-0.09495989666541646,1.6898219937315164,NORMAL,DOWN_WHILE_MARKET_UP
BLK,1068.82995605469,1065,-0.35833165350522833,1.4085768103295468,639387.5,1.9224648589470392,32,-0.26279006883313755,-0.5493924250645197,-0.3228196930035359,0.6988961278671653,NORMAL,DOWN_WHILE_MARKET_UP
BMY,46.0200004577637,53.5499992370606,16.36244829290645,1.9469262807319654,15095893.75,1.8139899798910548,32,1.3920215346074214,0.10748885458803645,-0.45540532677561124,1.6734686252892452,NORMAL,OUTPERFORMING_MARKET
BR,221.179992675781,228.770004272461,3.4315995334197824,0.9067254826188581,761984.375,1.6497713617815326,32,0.1122894504515274,-1.1617395350106141,-0.6561248827567545,1.0212216593352117,NORMAL,IN_LINE
BRO,77.8199996948242,80.620002746582,3.5980507102777892,1.407550785000611,2492315.625,1.8355620588784778,32,0.128762685537076,-0.5506443568821984,-0.42903841317110186,0.6186040705637261,NORMAL,OUTPERFORMING_MARKET
BSX,98.5899963378906,94.4800033569336,-4.1687728305325304,1.4828256405674396,9509987.5,1.8610434556301994,32,-0.639899407881982,-0.45879576007121226,-0.3978932561805966,1.0682439160078865,NORMAL,DOWN_WHILE_MARKET_UP
BWA,43.8300018310547,44.5200004577637,1.5742610036126425,1.9689166179187274,2667061.290322581,1.9792945963238504,31,-0.07152645768747506,0.1343209434548346,-0.2533583871898981,0.2653661230098414,NORMAL,IN_LINE
BX,144.419998168945,153.190002441406,6.072569161925689,1.5486406346216797,4317865.625,2.083529405804517,32,0.37365926690698265,-0.3784898623383548,-0.12595526495204687,0.6258818305521834,NORMAL,OUTPERFORMING_MARKET
BXP,70.6100006103516,69.5400009155274,-1.5153656501559976,1.3265296673209983,1337712.5,1.4322210489922163,32,-0.3772986796377305,-0.6495044066942308,-0.922030190506378,1.163065978238035,NORMAL,DOWN_WHILE_MARKET_UP
C,101.610000610352,111.459999084473,9.693926203084269,1.2429861744652226,11787846.875,1.4751803433143935,32,0.73205544645819,-0.7514421989850348,-0.8695223166679812,1.542537704284698,NORMAL,OUTPERFORMING_MARKET
CAG,17.2900009155273,17.9200000762939,3.6437196495509028,1.2768980921855047,9572296.875,1.4926720500402366,32,0.13328242031429188,-0.7100636797660607,-0.8481427212982158,0.91238562084643,NORMAL,OUTPERFORMING_MARKET
CAH,190.220001220703,198.440002441406,4.321312778862674,1.0807188971568202,2513134.375,2.0577093097140895,32,0.20034202975777057,-0.949436889468157,-0.15751440411862203,0.75381767655116,NORMAL,OUTPERFORMING_MARKET
CARR,57.8600006103516,52.4000015258789,-9.436569351670322,1.7262218653524704,7628856.25,2.1666550605144774,32,-1.1612393714291587,-0.1618094484103511,-0.024353237751346665,1.2543207145100075,NORMAL,DOWN_WHILE_MARKET_UP
CAT,570.590026855469,561.890014648438,-1.5247396199644325,2.0586669948277283,2603796.875,1.787197782085056,32,-0.37822639676928865,0.2438322287342914,-0.48815263709454526,0.744218829683707,NORMAL,DOWN_WHILE_MARKET_UP
CB,278.25,312.959991455078,12.474390460046013,1.0005847325224586,1781943.75,1.74017838666344,32,1.0072306793192292,-1.0472147001708598,-0.5456230523262353,1.8036495555677767,NORMAL,OUTPERFORMING_MARKET
CBOE,246.919998168945,252.259994506836,2.162642304183615,0.9555277808733368,749843.75,2.0238883100645966,32,-0.013295908242247629,-1.1021921259578575,-0.1988528108756266,0.6638183766589897,NORMAL,IN_LINE
CBRE,150.610000610352,160.009994506836,6.241281361390483,1.4603557338189763,1445443.75,1.5610431052747642,32,0.39035626945178514,-0.4862130083645392,-0.7645748042945296,1.0157501757813197,NORMAL,OUTPERFORMING_MARKET
CCI,89.5199966430664,88.25,-1.4186736938006428,1.4499227967694035,2876987.5,1.6041779813085737,32,-0.36772933108766204,-0.49894303117766675,-0.7118523221272907,0.9731270077401408,NORMAL,DOWN_WHILE_MARKET_UP
CCL,28.7099990844727,28.0300006866455,-2.3685072083299508,3.0342605288169655,20167046.875,2.130991228729417,32,-0.46173185526519817,1.4342283640710127,-0.06794408367911679,1.212818079140263,NORMAL,DOWN_WHILE_MARKET_UP
CDNS,335.410003662109,313.019989013672,-6.675416476543916,1.7572737327433745,1752503.125,1.8134061815153681,32,-0.8879753352253333,-0.12392069489845213,-0.45611888624955704,1.177995125799338,NORMAL,DOWN_WHILE_MARKET_UP
CDW,154.830001831055,143.690002441406,-7.194987572114464,2.2475132676286345,1564981.25,2.2862254739473715,32,-0.9393959197027327,0.4742579803233983,0.12179413925754916,1.2374219794932064,NORMAL,DOWN_WHILE_MARKET_UP
CE,37.060001373291,40.9500007629395,10.49649013896694,3.9880198093432564,2393538.7096774196,2.2452947922970035,31,0.8114830878635529,2.597982860205828,0.07176577864019097,2.1463574072865623,HIGH_VOLATILITY,OUTPERFORMING_MARKET
CEG,377.709991455078,340.970001220703,-9.727036897498797,2.981858414980035,2648443.75,2.180639101736633,32,-1.1899861802981442,1.3702885452615483,-0.007260958098493243,1.8787609319781648,NORMAL,DOWN_WHILE_MARKET_UP
CF,84.4100036621094,79.0100021362305,-6.397347816136745,1.7724608624748956,2552303.125,1.6360125719784948,32,-0.8604556114283757,-0.10538971871891993,-0.6729418442675486,1.2496213929216098,NORMAL,DOWN_WHILE_MARKET_UP
CFG,51.0099983215332,58.6100006103516,14.899044381285842,1.4942202443458932,4656800,2.197582030578938,32,1.2471922992947602,-0.44489233428065755,0.013447882308259563,1.4763624075892188,NORMAL,OUTPERFORMING_MARKET
CHD,86.2799987792969,86.5199966430664,0.2781616448366053,1.2228610979168528,2526828.125,1.6684949634237587,32,-0.1997980015381992,-0.7759983409764386,-0.6332395786952566,0.9044169613740469,NORMAL,UNDERPERFORMING_MARKET
CHRW,152.149993896484,160.100006103516,5.225115035128303,1.4335333615107235,1440121.875,1.5508409661508684,32,0.289788961400758,-0.5189410320997385,-0.7770445769584337,0.937781765929844,NORMAL,OUTPERFORMING_MARKET
CHTR,222.199996948242,209.660003662109,-5.643561412403608,2.1656790149541183,1790328.125,1.6711461760675854,32,-0.7858553540593398,0.37440576243960544,-0.629999079957619,1.288057775257952,NORMAL,DOWN_WHILE_MARKET_UP
CI,258.619995117188,273.839996337891,5.885082943337916,1.9437591200326645,2159615.625,2.537303368510311,32,0.3551042490789523,0.10362436007768258,0.42867921777978313,0.6212560380076853,NORMAL,OUTPERFORMING_MARKET
CINF,153.660003662109,167.110000610352,8.75308904574732,1.0184124991375882,536684.375,1.9208682943303501,32,0.6389432680849958,-1.0254616813766932,-0.3247711266755896,1.3140596721111373,NORMAL,OUTPERFORMING_MARKET
CL,74.9800033569336,79.7300033569336,6.335022389087097,1.3057206386953089,6521337.5,1.6597975491990715,32,0.3996335723555944,-0.674895090819455,-0.6438701706552924,1.059016203092968,NORMAL,OUTPERFORMING_MARKET
CLX,109.139999389648,101.519996643066,-6.981860719439192,1.6653051691682044,2378125,1.8226123521681998,32,-0.9183033157726455,-0.23613855903771963,-0.4448664563667857,1.2588058234748982,NORMAL,DOWN_WHILE_MARKET_UP
CMA,76.1600036621094,87.7099990844727,15.16543443669709,1.5316991863418643,1471448.3870967743,1.788238053793826,31,1.2735562222785268,-0.3991614164812317,-0.4868811437773575,1.7165775024078214,NORMAL,OUTPERFORMING_MARKET
CMCSA,26.9799995422363,30.3199996948242,12.379541175896769,1.9574070254590972,38665446.875,2.3761654765563858,32,0.9978436951898265,0.12027721119758941,0.23172514218794965,1.1738448718825962,NORMAL,OUTPERFORMING_MARKET
CME,264.160003662109,273.739990234375,3.6265848120292654,1.0741823886405175,1965512.5,1.811690335217914,32,0.13158663052190486,-0.9574125824235883,-0.45821611438922644,0.8394009789283122,NORMAL,OUTPERFORMING_MARKET
CMG,31.5100002288818,37,17.423039451729714,2.3735208117580764,23379187.5,1.5813979848529809,32,1.4969854514672838,0.6280094027437665,-0.7396956374983233,2.180837971588329,NORMAL,OUTPERFORMING_MARKET
CMI,437.709991455078,497.440002441406,13.646024114680987,2.049998036451777,991815.625,2.149996376594692,32,1.1231841798667621,0.23325457094075275,-0.044714654003062355,1.2621687923386697,NORMAL,OUTPERFORMING_MARKET
CMS,72.4899978637695,70.2600021362305,-3.0762805811221594,0.9781185809327559,2462300,2.787718799496406,32,-0.5317783240098668,-1.0746273665083614,0.7347545866812165,1.4364693006046558,NORMAL,DOWN_WHILE_MARKET_UP
CNC,34.5,38.8699989318848,12.66666357068058,2.9351755565761324,8185865.625,2.578016909482313,32,1.0262594432601106,1.3133272265418097,0.47844217377342196,1.9221441434177267,NORMAL,OUTPERFORMING_MARKET
CNP,38.4199981689453,38.310001373291,-0.2863008872894923,0.8516375603041441,4650078.125,1.7407664521765427,32,-0.25566137339425676,-1.2289565137445964,-0.5449042772565347,1.1425917688948224,NORMAL,DOWN_WHILE_MARKET_UP
COF,221.699996948242,239.5,8.028869326468048,1.585667998162864,3851059.375,1.844349647296726,32,0.567269147694398,-0.3333099498794229,-0.41829760396346705,0.9430729246158429,NORMAL,OUTPERFORMING_MARKET
COIN,330.420013427734,244.190002441406,-26.09709081837662,4.008192567950516,9771112.5,1.6193038407857856,32,-2.810087351657061,2.622597182716731,-0.6933644318195407,4.468068158925197,STRONG_UNDERPERFORMER,DOWN_WHILE_MARKET_UP
COO,69.8199996948242,82.4800033569336,18.13234562796464,1.9848482933325144,3136012.5,3.4265807295092094,32,1.5671836177362861,0.15376039665053443,1.5156166131775326,2.4018721226503197,NORMAL,OUTPERFORMING_MARKET
COP,88.5699996948242,94.9599990844727,7.214631829813478,1.8905400085710602,7231271.875,1.8118251154815004,32,0.48668620468942575,0.03868766010705028,-0.4580513764625922,0.735055722974247,NORMAL,OUTPERFORMING_MARKET
COR,340.929992675781,342.959991455078,0.5954298016917159,1.4753876597258726,1687718.75,2.193908197085563,32,-0.1683988067010764,-0.46787140821773593,0.008957464376188481,0.4068132429980386,NORMAL,UNDERPERFORMING_MARKET
COST,928.039978027344,862.650024414063,-7.046027667070431,1.1506669205406412,2728565.625,1.7624278323890414,32,-0.9246537497738013,-0.8640879671869011,-0.5184282134079657,1.6159118400712347,NORMAL,DOWN_WHILE_MARKET_UP
CPAY,263.359985351563,308.579986572266,17.170414541274436,2.027082502818313,641375,1.7348664977587216,32,1.471983828667431,0.20529357927149522,-0.5521156169005221,1.8506884267534396,NORMAL,OUTPERFORMING_MARKET
CPB,29.9099998474121,28.7099990844727,-4.012038679576346,1.6820767574029658,6806206.25,2.7385740771520113,32,-0.6243878412870661,-0.21567426410078835,0.674686447262307,1.0695681969686137,NORMAL,DOWN_WHILE_MARKET_UP
CPRT,43,39.1100006103516,-9.046510208484658,1.4338930072581795,9638740.625,1.7576985063855268,32,-1.1226362441683255,-0.5185022008724433,-0.5242087285921968,1.6439917089006455,NORMAL,DOWN_WHILE_MARKET_UP
CPT,99.9899978637695,107.790000915527,7.800783296729885,1.0956949165371084,1542737.5,5.377389218839887,32,0.5446960733639509,-0.931163505141668,3.900032085006384,2.9602938684379767,VOLUME_SPIKE,OUTPERFORMING_MARKET
CRL,178.860000610352,195.979995727539,9.571729318330412,2.287693583864871,992328.125,2.8489568407627264,32,0.7199619422410997,0.5232850510222402,0.8096040318515144,1.386406483677977,NORMAL,OUTPERFORMING_MARKET
CRM,261.339996337891,258.140014648438,-1.2244515704805115,2.1167556801787257,8141093.75,2.5687089035180315,32,-0.34850767848861625,0.3147106674892791,0.46706527360382993,0.7393956490351707,NORMAL,DOWN_WHILE_MARKET_UP
CRWD,551.919982910156,470.019989013672,-14.83910647058707,2.0629594067384742,2337971.875,2.3861707061809714,32,-1.695914257472399,0.249069728135227,0.2439542381994436,1.9424262406397346,NORMAL,DOWN_WHILE_MARKET_UP
CSCO,74.4499969482422,76,2.0819383684264725,1.6339747605571293,22313909.375,2.583074934622477,32,-0.021282964453874956,-0.27436718195267584,0.4846244481827591,0.40077877952159247,NORMAL,IN_LINE
CSGP,69.379997253418,64.8300018310547,-6.558079565417019,1.913438121906363,4243196.875,2.5876480218703026,32,-0.8763628098128252,0.06662739594087488,0.4902139973606386,1.154783506463582,NORMAL,DOWN_WHILE_MARKET_UP
CSX,35.8300018310547,36.5,1.869936183940113,1.103859048710831,12780434.375,1.6577762052786253,32,-0.042264262932003756,-0.9212018243295391,-0.6463407994966979,0.8260355748451222,NORMAL,IN_LINE
CTAS,182.039993286133,187.369995117188,2.927929041766797,0.9510045939289459,2206856.25,1.8797780779785724,32,0.06244250691365502,-1.1077112115918015,-0.37499448183619233,0.803795353627652,NORMAL,IN_LINE
